#Data tag : 24v2 , Norm tag: composite
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/pb) | recorded(/pb) |
| 321138:7043 | 08/11/18 09:32:55 | 741  | 735  | 149.901739983  | 141.469120201 |
| 321140:7043 | 08/11/18 14:25:01 | 798  | 798  | 119.324496468  | 116.588953215 |
| 321149:7045 | 08/11/18 22:25:55 | 1697 | 1697 | 445.295306631  | 432.363843493 |
| 321165:7047 | 08/12/18 15:19:23 | 8    | 2    | 3.203050833    | 0.389470696   |
| 321166:7047 | 08/12/18 15:42:32 | 10   | 10   | 3.987862435    | 3.372663158   |
| 321167:7047 | 08/12/18 15:51:01 | 918  | 918  | 282.000255600  | 273.387919500 |
| 321177:7048 | 08/13/18 03:40:20 | 411  | 411  | 155.667959565  | 151.281048750 |
| 321178:7048 | 08/13/18 06:57:22 | 74   | 74   | 23.528385359   | 22.968399056  |
| 321218:7052 | 08/13/18 12:13:49 | 914  | 914  | 295.350879412  | 281.569729911 |
| 321219:7052 | 08/13/18 18:10:44 | 934  | 930  | 186.113533555  | 180.500483401 |
| 321221:7052 | 08/14/18 00:13:21 | 40   | 40   | 6.012857928    | 5.881012841   |
| 321230:7053 | 08/14/18 03:33:41 | 84   | 81   | 33.248508170   | 22.572095878  |
| 321231:7053 | 08/14/18 04:09:24 | 59   | 59   | 24.609786066   | 14.482496689  |
| 321232:7053 | 08/14/18 04:36:11 | 30   | 24   | 12.081119454   | 6.039966262   |
| 321233:7053 | 08/14/18 04:47:55 | 727  | 727  | 238.107993655  | 231.037095633 |
| 321262:7054 | 08/14/18 12:50:07 | 4    | 4    | 1.721759182    | 1.653725873   |
| 321283:7055 | 08/14/18 15:05:56 | 310  | 310  | 124.429803972  | 119.277992950 |
| 321294:7055 | 08/14/18 17:35:51 | 62   | 62   | 21.972390924   | 20.522175838  |
| 321295:7055 | 08/14/18 18:01:35 | 739  | 734  | 208.744140133  | 200.482530932 |
| 321296:7055 | 08/14/18 22:55:44 | 56   | 56   | 12.325572059   | 11.807343152  |
| 321305:7056 | 08/15/18 02:02:21 | 2628 | 2628 | 618.421528900  | 598.264526151 |
| 321311:7056 | 08/15/18 20:48:28 | 10   | 10   | 0.931996168    | 0.468412602   |
| 321312:7056 | 08/15/18 20:55:17 | 768  | 761  | 61.651930711   | 59.906258764  |
| 321313:7056 | 08/16/18 01:55:17 | 408  | 408  | 26.787512005   | 26.416558599  |
| 321393:7058 | 08/17/18 05:32:36 | 142  | 138  | 53.153080577   | 49.454585980  |
| 321396:7058 | 08/17/18 06:29:54 | 1475 | 1469 | 377.631603573  | 363.438719916 |
| 321397:7058 | 08/17/18 16:06:23 | 365  | 365  | 53.408195169   | 52.002845149  |
| 321414:7061 | 08/17/18 21:14:10 | 1253 | 1243 | 396.181328022  | 379.518684040 |
| 321415:7061 | 08/18/18 05:21:19 | 804  | 804  | 145.568040257  | 141.556596868 |
| 321431:7063 | 08/18/18 13:51:46 | 160  | 153  | 61.467508805   | 55.691799072  |
| 321432:7063 | 08/18/18 14:54:29 | 47   | 47   | 18.122803865   | 16.528258654  |
| 321433:7063 | 08/18/18 15:15:09 | 125  | 125  | 45.459686897   | 42.603720174  |
| 321434:7063 | 08/18/18 16:07:00 | 642  | 642  | 186.957223423  | 180.220202573 |
| 321436:7063 | 08/18/18 20:20:52 | 710  | 710  | 141.317866585  | 137.700208158 |
| 321457:7065 | 08/19/18 07:38:11 | 1845 | 1844 | 499.746328022  | 480.719988239 |
| 321461:7065 | 08/19/18 19:38:10 | 149  | 149  | 21.482411022   | 20.931227009  |
| 321475:7069 | 08/20/18 01:30:43 | 2028 | 2028 | 486.848232315  | 470.135545487 |
| 321710:7078 | 08/23/18 13:20:08 | 57   | 52   | 19.790222352   | 17.124242983  |
| 321712:7078 | 08/23/18 13:42:14 | 247  | 247  | 87.450945115   | 83.960718290  |
| 321730:7080 | 08/23/18 21:10:55 | 289  | 286  | 112.950383496  | 102.184937755 |
| 321732:7080 | 08/23/18 23:11:04 | 1412 | 1407 | 357.516706322  | 343.178732727 |
| 321735:7080 | 08/24/18 08:33:27 | 146  | 146  | 24.236960392   | 23.556135746  |
| 321755:7083 | 08/24/18 13:48:50 | 693  | 686  | 222.331944051  | 212.469344155 |
| 321758:7083 | 08/24/18 18:21:07 | 157  | 152  | 39.666867588   | 37.358649379  |
| 321760:7083 | 08/24/18 19:44:52 | 805  | 805  | 150.010449674  | 145.549820560 |
| 321773:7087 | 08/25/18 12:11:58 | 55   | 55   | 22.006515167   | 20.946455985  |
| 321774:7087 | 08/25/18 12:43:49 | 117  | 117  | 45.659637876   | 43.504770197  |
| 321775:7087 | 08/25/18 13:36:11 | 13   | 13   | 4.936729016    | 4.784080362   |
| 321776:7087 | 08/25/18 13:57:38 | 33   | 30   | 12.015850592   | 10.254267701  |
| 321777:7087 | 08/25/18 14:14:59 | 187  | 187  | 63.602640916   | 58.270037981  |
| 321778:7087 | 08/25/18 16:07:27 | 143  | 136  | 41.624120269   | 35.847421125  |
| 321780:7087 | 08/25/18 17:04:57 | 481  | 481  | 116.212841925  | 112.974415683 |
| 321781:7087 | 08/25/18 20:38:11 | 380  | 380  | 70.102618145   | 67.558769644  |
| 321813:7090 | 08/26/18 09:20:15 | 321  | 321  | 124.542522515  | 119.731305979 |
| 321815:7090 | 08/26/18 12:01:16 | 23   | 23   | 7.745844434    | 5.100109565   |
| 321817:7090 | 08/26/18 12:20:00 | 536  | 536  | 152.931564816  | 147.878433541 |
| 321818:7090 | 08/26/18 15:50:06 | 690  | 690  | 142.252981880  | 137.398721670 |
| 321820:7090 | 08/26/18 20:26:15 | 214  | 214  | 32.754149171   | 31.945332936  |
| 321831:7091 | 08/27/18 00:10:22 | 757  | 752  | 259.563413813  | 247.100027706 |
| 321832:7091 | 08/27/18 05:06:22 | 497  | 494  | 120.464065005  | 115.494976289 |
| 321833:7091 | 08/27/18 08:27:00 | 407  | 398  | 78.091168857   | 73.875817219  |
| 321834:7091 | 08/27/18 11:05:28 | 333  | 333  | 51.365311661   | 49.612292421  |
| 321879:7092 | 08/27/18 17:57:43 | 274  | 265  | 98.568955105   | 89.745115508  |
| 321880:7092 | 08/27/18 20:01:46 | 130  | 130  | 42.559735774   | 41.199151686  |
| 321887:7095 | 08/28/18 01:04:04 | 895  | 895  | 286.586275106  | 275.762924556 |
| 321908:7097 | 08/28/18 13:40:10 | 430  | 426  | 156.211849243  | 144.511065529 |
| 321909:7097 | 08/28/18 16:31:34 | 1653 | 1653 | 349.267107302  | 338.339409515 |
| 321917:7098 | 08/29/18 05:24:24 | 798  | 798  | 270.564361944  | 260.150563606 |
| 321919:7098 | 08/29/18 10:38:52 | 6    | 6    | 1.628577666    | 1.475862033   |
| 321933:7099 | 08/29/18 14:09:13 | 282  | 282  | 104.440343050  | 100.572904370 |
| 321960:7101 | 08/29/18 21:26:49 | 30   | 24   | 10.471625414   | 7.232089022   |
| 321961:7101 | 08/29/18 21:43:01 | 354  | 354  | 137.686285112  | 131.568850890 |
| 321973:7105 | 08/30/18 09:44:30 | 1213 | 1208 | 372.811342800  | 357.139422963 |
| 321975:7105 | 08/30/18 17:37:18 | 866  | 866  | 150.103975118  | 145.131642145 |
| 321988:7108 | 08/31/18 03:56:29 | 1333 | 1329 | 398.991112510  | 382.351830268 |
| 321990:7108 | 08/31/18 13:16:37 | 471  | 471  | 82.942023186   | 80.657637170  |
| 322013:7109 | 08/31/18 18:44:38 | 9    | 9    | 2.346608040    | 1.134791822   |
| 322014:7109 | 08/31/18 18:52:10 | 17   | 17   | 7.066617600    | 6.650012910   |
| 322022:7110 | 08/31/18 21:02:55 | 1749 | 1749 | 467.992390682  | 451.183327486 |
| 322040:7112 | 09/01/18 11:09:06 | 39   | 39   | 14.408338148   | 13.665027052  |
| 322057:7114 | 09/01/18 20:28:32 | 21   | 21   | 8.870859209    | 8.196319552   |
| 322068:7117 | 09/02/18 02:40:56 | 674  | 674  | 242.477640358  | 231.402424070 |
| 322079:7118 | 09/02/18 11:24:26 | 360  | 360  | 146.166840661  | 139.635398497 |
| 322106:7120 | 09/02/18 21:40:43 | 824  | 824  | 291.709184914  | 280.721135117 |
| 322113:7122 | 09/03/18 06:37:14 | 112  | 108  | 44.913617047   | 40.610867380  |
| 322118:7122 | 09/03/18 07:20:37 | 861  | 861  | 277.384639999  | 266.721177748 |
| 322179:7123 | 09/03/18 16:39:51 | 1739 | 1739 | 485.976710086  | 467.858796400 |
| 322201:7124 | 09/04/18 05:55:39 | 228  | 222  | 92.630714123   | 84.029745693  |
| 322204:7124 | 09/04/18 07:24:58 | 1136 | 1136 | 324.269909073  | 309.965077340 |
| 322222:7124 | 09/04/18 14:53:45 | 526  | 526  | 95.865946048   | 92.320155524  |
| 322252:7125 | 09/04/18 20:29:20 | 1545 | 1545 | 437.407934181  | 418.747514953 |
| 322317:7127 | 09/05/18 12:01:44 | 54   | 54   | 20.190902669   | 19.170833174  |
| 322319:7127 | 09/05/18 12:25:29 | 163  | 161  | 64.310010519   | 55.298826014  |
| 322322:7127 | 09/05/18 13:29:27 | 1109 | 1107 | 302.862704288  | 291.416442884 |
| 322324:7127 | 09/05/18 21:27:53 | 416  | 416  | 71.026365176   | 68.971171206  |
| 322332:7128 | 09/06/18 02:11:56 | 1019 | 1019 | 325.661384264  | 312.927624837 |
| 322348:7131 | 09/06/18 13:43:39 | 1466 | 1466 | 428.526361453  | 412.641620267 |
| 322355:7132 | 09/07/18 01:05:42 | 102  | 99   | 37.066686722   | 33.743093929  |
| 322356:7132 | 09/07/18 01:45:19 | 779  | 779  | 241.689830759  | 233.704841245 |
| 322381:7133 | 09/07/18 11:10:32 | 533  | 533  | 185.463491958  | 178.107424403 |
| 322407:7135 | 09/07/18 17:47:22 | 537  | 537  | 177.859339907  | 169.286186307 |
| 322430:7137 | 09/08/18 01:19:19 | 749  | 739  | 246.073028767  | 234.039823647 |
| 322431:7137 | 09/08/18 06:12:25 | 1161 | 1161 | 234.186440502  | 226.191049928 |
| 322480:7139 | 09/08/18 17:33:13 | 349  | 341  | 120.132917416  | 108.929216459 |
| 322492:7139 | 09/08/18 20:56:03 | 1386 | 1386 | 296.862666156  | 286.666727485 |
| 322510:7142 | 09/09/18 08:32:39 | 9    | 9    | 2.478308285    | 2.211298372   |
| 322599:7144 | 09/09/18 15:58:47 | 252  | 252  | 100.194901997  | 94.016645476  |
| 322602:7144 | 09/09/18 17:40:01 | 70   | 69   | 26.079496605   | 24.035220905  |
| 322603:7144 | 09/09/18 18:08:09 | 10   | 10   | 3.631574887    | 2.685786921   |
| 322605:7144 | 09/09/18 18:13:23 | 280  | 280  | 93.168791262   | 89.358457945  |
| 322617:7144 | 09/09/18 21:12:33 | 601  | 601  | 141.208315010  | 136.176661978 |
| 322625:7145 | 09/10/18 03:32:10 | 1120 | 1120 | 346.829675593  | 334.327214412 |
| 322633:7145 | 09/10/18 10:51:34 | 249  | 249  | 52.435644448   | 50.761813736  |
| 323414:7213 | 09/24/18 01:51:16 | 46   | 40   | 8.139232051    | 6.210525786   |
| 323423:7213 | 09/24/18 05:01:48 | 136  | 136  | 22.332156310   | 21.067913075  |
| 323470:7217 | 09/24/18 13:47:51 | 222  | 221  | 84.219686906   | 79.733928178  |
| 323471:7217 | 09/24/18 15:18:19 | 238  | 232  | 81.953055776   | 75.056233950  |
| 323472:7217 | 09/24/18 16:50:41 | 64   | 64   | 20.214260598   | 19.199903490  |
| 323473:7217 | 09/24/18 17:40:41 | 227  | 227  | 63.503813102   | 54.185348028  |
| 323474:7217 | 09/24/18 19:42:20 | 355  | 352  | 80.421484147   | 77.270549743  |
| 323475:7217 | 09/24/18 22:00:42 | 77   | 77   | 14.708862738   | 14.094975679  |
| 323487:7218 | 09/25/18 03:28:20 | 451  | 451  | 160.252125611  | 153.398709062 |
| 323488:7218 | 09/25/18 06:30:08 | 750  | 745  | 193.402863106  | 185.387660648 |
| 323492:7218 | 09/25/18 11:45:43 | 33   | 30   | 7.080856068    | 5.796548385   |
| 323493:7218 | 09/25/18 11:58:37 | 144  | 140  | 28.936531606   | 27.251465758  |
| 323495:7218 | 09/25/18 12:54:31 | 187  | 187  | 33.437299931   | 32.192548843  |
| 323524:7221 | 09/25/18 22:36:20 | 537  | 531  | 180.639022073  | 172.036360306 |
| 323525:7221 | 09/26/18 02:05:25 | 1121 | 1117 | 251.103829858  | 241.368439987 |
| 323526:7221 | 09/26/18 09:22:43 | 462  | 462  | 66.101759145   | 64.560679677  |
| 323693:7234 | 09/29/18 01:47:30 | 114  | 114  | 42.600714033   | 39.805398055  |
| 323696:7234 | 09/29/18 02:33:10 | 257  | 257  | 92.538832307   | 88.271972290  |
| 323702:7234 | 09/29/18 08:56:34 | 808  | 808  | 149.159865201  | 144.969036730 |
| 323725:7236 | 09/29/18 18:38:39 | 329  | 329  | 124.666379486  | 118.003157896 |
| 323726:7236 | 09/29/18 20:49:58 | 60   | 53   | 20.752756015   | 14.541432406  |
| 323727:7236 | 09/29/18 21:13:04 | 971  | 971  | 254.676236449  | 245.669873554 |
| 323755:7239 | 09/30/18 11:17:44 | 929  | 929  | 306.701326461  | 295.305154178 |
| 323775:7240 | 09/30/18 19:49:18 | 132  | 129  | 50.021030476   | 46.567312994  |
| 323778:7240 | 09/30/18 20:41:26 | 934  | 934  | 281.595203198  | 269.678944285 |
| 323790:7242 | 10/01/18 07:35:02 | 904  | 900  | 289.915135970  | 275.554277111 |
| 323794:7242 | 10/01/18 13:29:17 | 68   | 68   | 16.692175378   | 15.983867857  |
| 323841:7245 | 10/01/18 23:32:02 | 465  | 464  | 162.356302235  | 154.374044929 |
| 323857:7245 | 10/02/18 02:35:30 | 357  | 357  | 98.235797767   | 94.881667370  |
| 323940:7252 | 10/03/18 01:12:47 | 1519 | 1519 | 444.543156429  | 423.948483532 |
| 323954:7252 | 10/03/18 11:06:37 | 77   | 77   | 15.594673778   | 15.027053402  |
| 323976:7253 | 10/03/18 14:01:34 | 55   | 47   | 20.156788470   | 14.328104860  |
| 323978:7253 | 10/03/18 14:23:01 | 73   | 68   | 28.917487710   | 21.858466715  |
| 323980:7253 | 10/03/18 14:51:36 | 202  | 199  | 73.663960307   | 67.433244955  |
| 323983:7253 | 10/03/18 16:11:58 | 188  | 187  | 60.667936776   | 56.532898534  |
| 323997:7253 | 10/03/18 17:30:39 | 498  | 498  | 133.889734068  | 128.107730535 |
| 324021:7256 | 10/04/18 01:48:39 | 776  | 772  | 267.791619841  | 251.189384702 |
| 324022:7256 | 10/04/18 06:50:15 | 554  | 554  | 131.127873036  | 127.070100395 |
| 324077:7259 | 10/04/18 22:20:56 | 699  | 699  | 250.881664334  | 241.226711909 |
| 324201:7264 | 10/06/18 23:58:19 | 1364 | 1355 | 377.487207658  | 361.043510396 |
| 324202:7264 | 10/07/18 08:48:52 | 240  | 238  | 40.280652351   | 39.110346793  |
| 324205:7264 | 10/07/18 10:31:04 | 163  | 160  | 24.024997880   | 22.889136897  |
| 324206:7264 | 10/07/18 11:38:14 | 149  | 141  | 20.070333706   | 17.469363979  |
| 324207:7264 | 10/07/18 12:44:24 | 34   | 33   | 4.309437989    | 4.043247786   |
| 324209:7264 | 10/07/18 13:02:20 | 142  | 142  | 16.340728215   | 16.030749891  |
| 324237:7265 | 10/07/18 21:29:58 | 204  | 204  | 78.240016184   | 74.579152478  |
| 324245:7266 | 10/08/18 01:31:07 | 1659 | 1659 | 430.864334615  | 414.377788505 |
| 324293:7270 | 10/08/18 23:08:14 | 2302 | 2302 | 528.715763475  | 511.029493762 |
| 324315:7271 | 10/09/18 16:26:19 | 202  | 202  | 74.941630770   | 70.115842728  |
| 324318:7271 | 10/09/18 17:53:42 | 332  | 332  | 104.080249141  | 99.376183040  |
| 324420:7274 | 10/11/18 00:24:57 | 625  | 625  | 208.136485891  | 198.346435618 |
| 324729:7308 | 10/16/18 09:28:04 | 193  | 193  | 15.317413960   | 14.772072319  |
| 324747:7309 | 10/16/18 12:56:26 | 1077 | 1073 | 321.834952427  | 306.186576867 |
| 324764:7309 | 10/16/18 19:54:47 | 150  | 147  | 32.482345752   | 29.880283864  |
| 324765:7309 | 10/16/18 20:52:50 | 481  | 478  | 90.383147773   | 87.120903532  |
| 324769:7309 | 10/16/18 23:59:45 | 328  | 328  | 47.725786404   | 46.512487790  |
| 324772:7309 | 10/17/18 02:48:00 | 165  | 165  | 19.081863786   | 18.678466665  |
| 324785:7310 | 10/17/18 06:16:27 | 588  | 583  | 193.824674563  | 184.651193023 |
| 324791:7310 | 10/17/18 10:04:47 | 1217 | 1217 | 251.600631560  | 243.720751652 |
| 324835:7314 | 10/17/18 22:30:14 | 259  | 257  | 96.135160514   | 85.463480191  |
| 324840:7314 | 10/18/18 00:41:14 | 96   | 93   | 32.113803903   | 27.606111214  |
| 324841:7314 | 10/18/18 01:18:35 | 1347 | 1347 | 311.225461157  | 299.674324044 |
| 324846:7314 | 10/18/18 10:06:07 | 515  | 515  | 70.371321854   | 68.281882446  |
| 324878:7315 | 10/18/18 16:07:07 | 1734 | 1734 | 415.148491110  | 400.318740334 |
| 324897:7317 | 10/19/18 06:41:04 | 141  | 141  | 53.026470405   | 49.986031470  |
| 324970:7320 | 10/19/18 15:42:39 | 2183 | 2183 | 495.657875690  | 477.236987370 |
| 324980:7321 | 10/20/18 08:16:24 | 2263 | 2263 | 532.135740368  | 510.334815121 |
| 324997:7324 | 10/21/18 04:34:58 | 122  | 116  | 44.840503328   | 38.358473696  |
| 324998:7324 | 10/21/18 05:23:14 | 368  | 362  | 122.653317631  | 113.635875250 |
| 324999:7324 | 10/21/18 07:47:04 | 14   | 14   | 4.175412131    | 3.865689132   |
| 325000:7324 | 10/21/18 08:03:55 | 371  | 371  | 97.736423837   | 94.206160205  |
| 325001:7324 | 10/21/18 10:29:40 | 592  | 592  | 122.846459922  | 118.596018954 |
| 325022:7328 | 10/21/18 21:10:37 | 1550 | 1550 | 446.080077242  | 431.707347025 |
| 325057:7331 | 10/22/18 14:07:34 | 342  | 342  | 126.035224341  | 119.543921068 |
| 325097:7333 | 10/22/18 21:19:15 | 57   | 57   | 21.281536611   | 17.669837763  |
| 325098:7333 | 10/22/18 21:46:04 | 8    | 8    | 3.155580844    | 2.025387170   |
| 325099:7333 | 10/22/18 21:50:54 | 394  | 388  | 147.183732518  | 138.507227699 |
| 325100:7333 | 10/23/18 00:24:31 | 254  | 254  | 78.577097437   | 74.141287042  |
| 325101:7333 | 10/23/18 02:07:46 | 484  | 482  | 122.648881358  | 117.743550548 |
| 325110:7333 | 10/23/18 05:48:34 | 21   | 16   | 4.508508138    | 3.247033259   |
| 325117:7333 | 10/23/18 07:38:21 | 533  | 533  | 87.925885509   | 85.172283458  |
| 325159:7334 | 10/23/18 14:38:00 | 219  | 213  | 68.614521064   | 61.200347524  |
| 325168:7334 | 10/23/18 16:09:33 | 21   | 18   | 6.417869262    | 4.271863597   |
| 325169:7334 | 10/23/18 16:19:28 | 23   | 23   | 6.937752904    | 5.559495840   |
| 325170:7334 | 10/23/18 16:31:17 | 1204 | 1203 | 271.768485331  | 262.291877053 |
| 325172:7334 | 10/24/18 00:22:14 | 484  | 475  | 71.152406147   | 67.889013708  |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/pb) | totrecorded(/pb) |
+-------+------+--------+--------+-------------------+------------------+
| 196   | 478  | 234527 | 234125 | 62040.897354145   | 59561.262519188  |
+-------+------+--------+--------+-------------------+------------------+
#Check JSON:
#(run,ls) in json but not in results: []
