#Data tag : 24v2 , Norm tag: composite
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/pb) | recorded(/pb) |
| 297484:5872 | 06/25/17 06:47:17 | 204  | 204  | 58.912210060   | 56.000111479  |
| 297485:5872 | 06/25/17 08:17:19 | 402  | 397  | 102.104924392  | 97.245429771  |
| 297486:5872 | 06/25/17 11:05:54 | 617  | 615  | 128.554200259  | 124.473390786 |
| 297487:5872 | 06/25/17 15:14:37 | 600  | 595  | 99.950739179   | 96.857712985  |
| 297488:5872 | 06/25/17 19:17:09 | 418  | 418  | 57.534499157   | 56.400724576  |
| 297503:5873 | 06/26/17 02:02:26 | 748  | 745  | 194.302844997  | 186.198990244 |
| 297504:5873 | 06/26/17 07:10:25 | 53   | 52   | 11.624273326   | 10.909773146  |
| 297505:5873 | 06/26/17 08:06:28 | 394  | 394  | 77.566292427   | 75.495447950  |
| 297557:5876 | 06/26/17 23:20:35 | 334  | 334  | 101.692282535  | 95.423684886  |
| 297558:5876 | 06/27/17 01:56:22 | 258  | 255  | 69.627480210   | 66.071993236  |
| 297562:5876 | 06/27/17 05:58:50 | 319  | 318  | 65.227587168   | 62.650663478  |
| 297563:5876 | 06/27/17 08:23:20 | 259  | 259  | 47.580285473   | 46.132805124  |
| 297598:5878 | 06/27/17 14:59:43 | 13   | 6    | 4.152912970    | 1.194040426   |
| 297599:5878 | 06/27/17 15:06:25 | 347  | 342  | 99.281368928   | 94.084001084  |
| 297603:5878 | 06/27/17 17:52:22 | 420  | 418  | 104.855054650  | 100.571412640 |
| 297604:5878 | 06/27/17 20:44:33 | 392  | 389  | 83.195242303   | 80.032764022  |
| 297605:5878 | 06/27/17 23:22:43 | 360  | 357  | 66.683513301   | 64.633171382  |
| 297606:5878 | 06/28/17 02:10:08 | 227  | 227  | 37.131343311   | 36.250618070  |
| 297620:5880 | 06/28/17 10:09:22 | 287  | 287  | 89.675299982   | 83.621357969  |
| 297656:5882 | 06/28/17 17:39:53 | 303  | 300  | 99.341034973   | 94.552558319  |
| 297665:5882 | 06/29/17 00:46:59 | 270  | 267  | 59.800895558   | 57.381129425  |
| 297666:5882 | 06/29/17 02:42:25 | 112  | 112  | 22.991865858   | 22.413315844  |
| 297670:5883 | 06/29/17 06:26:33 | 14   | 7    | 4.768536761    | 2.172810840   |
| 297674:5883 | 06/29/17 07:15:59 | 181  | 176  | 56.656532949   | 52.597785746  |
| 297675:5883 | 06/29/17 08:36:58 | 455  | 451  | 125.563432118  | 120.356624493 |
| 297722:5887 | 06/29/17 20:40:23 | 295  | 287  | 98.229363100   | 92.196248610  |
| 297723:5887 | 06/29/17 23:02:24 | 185  | 185  | 54.583630800   | 52.588589291  |
| 298996:5942 | 07/14/17 07:36:18 | 184  | 184  | 29.168562172   | 23.249995128  |
| 298997:5942 | 07/14/17 08:52:13 | 38   | 38   | 5.885008651    | 3.987715653   |
| 299000:5942 | 07/14/17 09:20:59 | 74   | 74   | 10.273146166   | 8.214797203   |
| 299042:5946 | 07/14/17 20:11:50 | 23   | 23   | 4.190857649    | 2.045905269   |
| 299061:5950 | 07/15/17 01:00:37 | 318  | 311  | 80.945152693   | 65.866737822  |
| 299062:5950 | 07/15/17 03:04:08 | 301  | 294  | 70.130708291   | 59.372476708  |
| 299064:5950 | 07/15/17 05:04:34 | 79   | 78   | 17.270239351   | 15.790529099  |
| 299065:5950 | 07/15/17 05:49:29 | 328  | 321  | 65.619472156   | 58.448814833  |
| 299067:5950 | 07/15/17 08:12:54 | 459  | 459  | 77.454857968   | 70.109111353  |
| 299096:5952 | 07/15/17 15:27:14 | 96   | 96   | 27.004980652   | 24.409533597  |
| 299149:5954 | 07/16/17 01:40:41 | 442  | 442  | 122.641364385  | 109.878360083 |
| 299178:5958 | 07/16/17 12:24:55 | 74   | 70   | 20.124526981   | 16.074492772  |
| 299180:5958 | 07/16/17 12:57:51 | 94   | 68   | 26.254111318   | 15.797983485  |
| 299184:5958 | 07/16/17 13:42:24 | 561  | 555  | 138.413313995  | 125.161217050 |
| 299185:5958 | 07/16/17 17:26:14 | 120  | 120  | 26.071178683   | 23.832334585  |
| 299327:5960 | 07/18/17 07:53:09 | 72   | 69   | 17.634340553   | 15.407991437  |
| 299329:5960 | 07/18/17 08:25:06 | 172  | 172  | 40.358212763   | 38.081229116  |
| 299368:5962 | 07/18/17 16:09:23 | 139  | 131  | 43.401695250   | 33.277354332  |
| 299369:5962 | 07/18/17 17:05:01 | 303  | 302  | 89.649537106   | 79.700440930  |
| 299370:5962 | 07/18/17 19:39:20 | 666  | 666  | 155.004153688  | 144.826735721 |
| 299380:5963 | 07/19/17 02:35:27 | 194  | 191  | 61.594599341   | 55.039403635  |
| 299381:5963 | 07/19/17 04:00:43 | 45   | 45   | 13.673976883   | 12.131173216  |
| 299394:5965 | 07/19/17 07:30:38 | 29   | 22   | 8.464960349    | 5.490875141   |
| 299395:5965 | 07/19/17 07:42:23 | 187  | 182  | 58.897072364   | 39.740919902  |
| 299396:5965 | 07/19/17 08:55:05 | 81   | 81   | 24.495439037   | 17.477690677  |
| 299420:5966 | 07/19/17 12:04:00 | 49   | 49   | 15.901225971   | 13.425180655  |
| 299443:5971 | 07/20/17 00:32:54 | 20   | 20   | 7.176974989    | 5.684215587   |
| 299450:5974 | 07/20/17 04:37:03 | 50   | 50   | 14.511735129   | 12.594827421  |
| 299477:5976 | 07/20/17 12:44:20 | 10   | 10   | 3.303460874    | 2.050279915   |
| 299478:5976 | 07/20/17 13:06:43 | 175  | 172  | 52.039103427   | 45.951067116  |
| 299479:5976 | 07/20/17 14:18:01 | 123  | 117  | 36.048492334   | 30.343322772  |
| 299480:5976 | 07/20/17 15:07:52 | 714  | 710  | 182.216494538  | 168.036709428 |
| 299481:5976 | 07/20/17 19:55:18 | 1200 | 1200 | 204.512678786  | 192.716060070 |
| 299593:5979 | 07/21/17 18:23:44 | 801  | 797  | 201.253710204  | 185.678094428 |
| 299594:5979 | 07/21/17 23:38:54 | 317  | 309  | 67.495520614   | 61.743796852  |
| 299595:5979 | 07/22/17 01:48:02 | 135  | 135  | 26.386715710   | 25.471819392  |
| 299597:5979 | 07/22/17 02:46:03 | 537  | 537  | 90.909134287   | 87.000786751  |
| 299649:5984 | 07/24/17 02:38:21 | 182  | 182  | 63.355457404   | 57.432066701  |
| 300087:6019 | 07/29/17 06:23:31 | 201  | 194  | 13.719360064   | 12.958391837  |
| 300105:6020 | 07/29/17 12:14:52 | 21   | 21   | 5.958873292    | 1.321651590   |
| 300106:6020 | 07/29/17 12:26:04 | 74   | 74   | 24.838251487   | 19.797771521  |
| 300107:6020 | 07/29/17 12:58:01 | 46   | 46   | 15.073228679   | 13.548481973  |
| 300117:6021 | 07/29/17 16:45:44 | 33   | 33   | 9.600790493    | 6.226958547   |
| 300122:6024 | 07/29/17 21:46:18 | 1244 | 1235 | 330.553712922  | 297.769165479 |
| 300123:6024 | 07/30/17 05:57:59 | 610  | 601  | 110.522938390  | 103.010466980 |
| 300155:6026 | 07/30/17 18:49:40 | 1195 | 1188 | 317.339222326  | 286.117703328 |
| 300156:6026 | 07/31/17 02:33:41 | 72   | 64   | 14.658414322   | 11.979350398  |
| 300157:6026 | 07/31/17 03:14:44 | 1099 | 1099 | 180.531506561  | 170.491211659 |
| 300226:6030 | 07/31/17 17:03:13 | 406  | 406  | 133.503250394  | 117.729711401 |
| 300233:6031 | 07/31/17 22:08:06 | 120  | 111  | 41.371853507   | 32.094590222  |
| 300234:6031 | 07/31/17 22:55:49 | 59   | 59   | 19.678309962   | 14.819445661  |
| 300235:6031 | 07/31/17 23:21:52 | 187  | 181  | 59.812712572   | 50.252869221  |
| 300236:6031 | 08/01/17 00:39:29 | 177  | 172  | 53.300373387   | 47.067316042  |
| 300237:6031 | 08/01/17 01:48:17 | 715  | 715  | 178.373269679  | 166.365657762 |
| 300238:6031 | 08/01/17 06:39:51 | 297  | 290  | 57.766566841   | 51.160191914  |
| 300239:6031 | 08/01/17 08:36:42 | 208  | 202  | 36.458474374   | 31.744831801  |
| 300240:6031 | 08/01/17 10:10:56 | 355  | 354  | 53.033202395   | 48.751880299  |
| 300280:6035 | 08/02/17 04:47:45 | 548  | 548  | 171.681761742  | 141.327438780 |
| 300281:6035 | 08/02/17 09:00:44 | 6    | 6    | 1.647836489    | 1.518274086   |
| 300282:6035 | 08/02/17 09:08:14 | 135  | 131  | 36.116039303   | 31.201862956  |
| 300283:6035 | 08/02/17 10:20:31 | 34   | 26   | 8.583276735    | 5.835707713   |
| 300284:6035 | 08/02/17 10:35:38 | 679  | 679  | 144.373910676  | 136.078283370 |
| 300364:6041 | 08/03/17 12:13:45 | 20   | 17   | 6.664245893    | 4.047077391   |
| 300372:6041 | 08/03/17 13:32:05 | 8    | 8    | 2.429114891    | 2.016759748   |
| 300375:6041 | 08/03/17 13:58:15 | 93   | 93   | 27.106419034   | 25.222595654  |
| 300389:6044 | 08/03/17 18:48:33 | 121  | 115  | 39.679075622   | 27.303881826  |
| 300399:6044 | 08/03/17 21:15:04 | 20   | 17   | 6.075404044    | 4.294014614   |
| 300400:6044 | 08/03/17 21:26:33 | 677  | 672  | 177.628604281  | 163.907001665 |
| 300401:6044 | 08/04/17 02:03:03 | 655  | 655  | 125.905236925  | 118.892179470 |
| 300459:6046 | 08/04/17 12:16:31 | 293  | 293  | 93.931828115   | 82.840266974  |
| 300461:6046 | 08/04/17 14:16:24 | 98   | 88   | 29.542553854   | 24.139314440  |
| 300462:6046 | 08/04/17 14:56:36 | 97   | 91   | 27.949325942   | 23.747671029  |
| 300463:6046 | 08/04/17 15:38:40 | 124  | 124  | 33.785291191   | 31.333538412  |
| 300464:6046 | 08/04/17 16:34:29 | 243  | 243  | 61.581787024   | 55.183338450  |
| 300466:6046 | 08/04/17 18:25:04 | 650  | 643  | 133.477435916  | 123.988981087 |
| 300467:6046 | 08/04/17 22:39:50 | 563  | 563  | 87.328078943   | 82.321824523  |
| 300497:6048 | 08/05/17 07:32:31 | 150  | 150  | 52.933885618   | 40.613553907  |
| 300514:6050 | 08/05/17 12:01:12 | 113  | 113  | 39.441222407   | 29.789192811  |
| 300515:6050 | 08/05/17 12:46:59 | 895  | 895  | 260.788723559  | 241.456944097 |
| 300516:6050 | 08/05/17 19:30:10 | 111  | 109  | 24.290918414   | 19.936916311  |
| 300517:6050 | 08/05/17 20:16:08 | 529  | 529  | 99.081387496   | 93.792605220  |
| 300558:6052 | 08/06/17 11:30:09 | 541  | 534  | 131.707288710  | 121.011369070 |
| 300560:6052 | 08/06/17 15:03:15 | 840  | 840  | 151.762430443  | 142.767976861 |
| 300574:6053 | 08/07/17 02:51:21 | 97   | 96   | 30.957877017   | 24.540043557  |
| 300575:6053 | 08/07/17 03:34:38 | 82   | 76   | 26.353281789   | 12.739587969  |
| 300576:6053 | 08/07/17 04:08:51 | 1199 | 1199 | 301.985019330  | 282.563552801 |
| 300631:6054 | 08/07/17 15:33:51 | 165  | 159  | 54.899206813   | 43.461532718  |
| 300632:6054 | 08/07/17 16:47:35 | 21   | 20   | 6.791514161    | 4.136517826   |
| 300633:6054 | 08/07/17 16:58:51 | 447  | 447  | 134.051555072  | 123.027867795 |
| 300635:6054 | 08/07/17 20:07:40 | 174  | 174  | 45.980192660   | 42.431045736  |
| 300636:6054 | 08/07/17 21:23:44 | 1570 | 1570 | 292.475672096  | 275.893675079 |
| 300673:6055 | 08/08/17 10:48:20 | 21   | 21   | 7.145186010    | 6.701892368   |
| 300674:6055 | 08/08/17 11:03:35 | 33   | 30   | 10.983173387   | 7.989358630   |
| 300675:6055 | 08/08/17 11:18:43 | 33   | 25   | 11.042812804   | 2.949394054   |
| 300676:6055 | 08/08/17 11:31:55 | 26   | 26   | 8.542693368    | 7.420614808   |
| 300742:6057 | 08/08/17 17:08:58 | 288  | 288  | 98.475418781   | 85.413568497  |
| 300777:6060 | 08/09/17 04:47:35 | 489  | 489  | 149.822603754  | 132.834966169 |
| 300780:6060 | 08/09/17 08:01:22 | 339  | 334  | 88.989418840   | 80.487291706  |
| 300785:6060 | 08/09/17 10:49:33 | 1252 | 1252 | 230.271908488  | 217.278411205 |
| 300806:6061 | 08/09/17 21:47:20 | 179  | 179  | 66.785350994   | 55.028126121  |
| 300811:6061 | 08/09/17 23:03:45 | 503  | 500  | 166.385385180  | 147.132437400 |
| 300812:6061 | 08/10/17 02:25:24 | 59   | 58   | 17.210899853   | 15.079029156  |
| 300816:6061 | 08/10/17 02:54:46 | 156  | 150  | 43.455738028   | 35.423819984  |
| 300817:6061 | 08/10/17 03:55:18 | 460  | 460  | 109.465901300  | 101.531767265 |
| 301046:6072 | 08/12/17 01:36:15 | 62   | 62   | 4.529030132    | 4.268752686   |
| 301141:6082 | 08/14/17 12:14:40 | 7    | 7    | 0.983669552    | 0.949070990   |
| 301142:6082 | 08/14/17 12:20:37 | 897  | 897  | 100.732214690  | 97.426189660  |
| 301161:6084 | 08/14/17 21:38:32 | 770  | 761  | 105.545059435  | 99.381592800  |
| 301165:6084 | 08/15/17 02:39:09 | 145  | 145  | 15.947397133   | 15.707403994  |
| 301179:6086 | 08/15/17 07:58:06 | 25   | 19   | 4.452855886    | 2.073443000   |
| 301180:6086 | 08/15/17 08:08:13 | 97   | 92   | 16.936173686   | 15.024558880  |
| 301183:6086 | 08/15/17 08:47:34 | 299  | 299  | 48.764544849   | 45.928201847  |
| 301281:6089 | 08/15/17 23:07:41 | 120  | 120  | 20.303499411   | 18.824808012  |
| 301283:6089 | 08/15/17 23:59:33 | 884  | 884  | 125.924506091  | 121.810969686 |
| 301298:6090 | 08/16/17 09:17:06 | 905  | 905  | 162.121878352  | 156.144160343 |
| 301323:6091 | 08/16/17 18:21:28 | 954  | 954  | 176.471201841  | 167.700729957 |
| 301330:6093 | 08/17/17 05:31:24 | 332  | 332  | 69.456586154   | 65.399399352  |
| 301359:6094 | 08/17/17 11:07:05 | 287  | 287  | 61.953951702   | 58.144235854  |
| 301384:6096 | 08/17/17 15:43:36 | 476  | 476  | 99.514594962   | 95.579951853  |
| 301391:6097 | 08/17/17 21:43:51 | 177  | 175  | 37.651067955   | 35.021528479  |
| 301392:6097 | 08/17/17 22:57:14 | 627  | 627  | 116.171200472  | 111.921931575 |
| 301393:6097 | 08/18/17 03:04:23 | 17   | 17   | 2.758738119    | 2.647529214   |
| 301396:6097 | 08/18/17 03:39:05 | 33   | 26   | 5.191948913    | 3.798725100   |
| 301397:6097 | 08/18/17 03:55:16 | 725  | 719  | 99.551852171   | 95.607542847  |
| 301398:6097 | 08/18/17 08:43:04 | 9    | 9    | 1.079528393    | 0.568854353   |
| 301399:6097 | 08/18/17 08:50:12 | 108  | 108  | 12.666863183   | 12.490375472  |
| 301417:6098 | 08/18/17 12:47:02 | 318  | 318  | 71.625832012   | 68.709822821  |
| 301447:6104 | 08/19/17 11:30:21 | 422  | 422  | 76.051458263   | 72.784166775  |
| 301448:6104 | 08/19/17 14:20:04 | 329  | 325  | 50.825274208   | 48.662932820  |
| 301449:6104 | 08/19/17 16:30:03 | 404  | 398  | 53.977483072   | 49.971222556  |
| 301450:6104 | 08/19/17 19:07:02 | 173  | 173  | 20.311066342   | 19.705626573  |
| 301461:6105 | 08/19/17 23:00:39 | 554  | 554  | 106.758183686  | 99.420135122  |
| 301472:6106 | 08/20/17 14:12:07 | 796  | 796  | 144.689950827  | 139.846949368 |
| 301475:6106 | 08/20/17 19:47:00 | 18   | 12   | 2.778359477    | 1.582450289   |
| 301476:6106 | 08/20/17 19:53:54 | 844  | 844  | 112.137465615  | 109.222828680 |
| 301519:6110 | 08/21/17 13:13:28 | 209  | 203  | 38.678555612   | 33.927099874  |
| 301524:6110 | 08/21/17 14:45:22 | 257  | 257  | 43.277620176   | 41.711878914  |
| 301529:6110 | 08/21/17 17:22:10 | 49   | 49   | 7.420969895    | 6.678233072   |
| 301530:6110 | 08/21/17 17:44:34 | 110  | 107  | 15.989385515   | 14.559363534  |
| 301531:6110 | 08/21/17 18:34:34 | 394  | 393  | 50.972879800   | 49.153506246  |
| 301532:6110 | 08/21/17 21:12:59 | 611  | 611  | 65.099058518   | 63.764772669  |
| 301567:6114 | 08/22/17 08:46:48 | 359  | 359  | 67.557516908   | 64.331710779  |
| 301627:6116 | 08/22/17 23:21:42 | 887  | 887  | 136.335564697  | 133.522515062 |
| 301664:6119 | 08/23/17 12:24:23 | 418  | 411  | 75.384902743   | 71.484455053  |
| 301665:6119 | 08/23/17 15:07:51 | 463  | 463  | 70.882530166   | 69.113555339  |
| 301694:6123 | 08/24/17 04:23:23 | 67   | 67   | 19.647285308   | 17.887405253  |
| 301912:6136 | 08/26/17 13:57:23 | 332  | 332  | 40.480031752   | 38.708758251  |
| 301913:6136 | 08/26/17 16:26:53 | 58   | 55   | 6.687647512    | 6.026392741   |
| 301914:6136 | 08/26/17 16:50:05 | 350  | 350  | 36.913829659   | 35.932289053  |
| 301941:6138 | 08/27/17 09:32:02 | 538  | 538  | 77.929009007   | 75.389043622  |
| 301959:6140 | 08/27/17 18:23:25 | 1909 | 1909 | 287.489153661  | 279.471483842 |
| 301960:6140 | 08/28/17 06:47:35 | 147  | 147  | 14.773383722   | 14.469572475  |
| 301970:6141 | 08/28/17 10:42:12 | 118  | 118  | 23.347441324   | 22.630929439  |
| 301984:6142 | 08/28/17 14:13:01 | 301  | 300  | 59.766455167   | 56.188584621  |
| 301985:6142 | 08/28/17 16:11:52 | 367  | 360  | 64.073136967   | 60.827146883  |
| 301986:6142 | 08/28/17 18:34:30 | 381  | 379  | 56.989745283   | 55.120692388  |
| 301987:6142 | 08/28/17 21:03:26 | 1128 | 1128 | 126.763155218  | 124.592722185 |
| 301997:6143 | 08/29/17 06:55:19 | 371  | 361  | 70.845595597   | 65.931199138  |
| 301998:6143 | 08/29/17 09:19:31 | 1704 | 1704 | 225.160638281  | 220.764608489 |
| 302019:6146 | 08/30/17 03:40:54 | 53   | 53   | 9.972700738    | 9.260514699   |
| 302026:6147 | 08/30/17 06:49:09 | 37   | 30   | 6.819459967    | 4.743962035   |
| 302029:6147 | 08/30/17 07:16:38 | 98   | 92   | 20.036954537   | 15.466236526  |
| 302031:6147 | 08/30/17 08:08:29 | 814  | 814  | 136.040863481  | 130.321320146 |
| 302033:6147 | 08/30/17 13:34:23 | 43   | 41   | 5.974686686    | 5.252408024   |
| 302034:6147 | 08/30/17 13:54:42 | 20   | 12   | 2.736039771    | 0.490902827   |
| 302037:6147 | 08/30/17 14:25:38 | 3    | 2    | 0.399309434    | 0.061476245   |
| 302038:6147 | 08/30/17 14:31:57 | 1    | 1    | 0.132131653    | 0.009122779   |
| 302040:6147 | 08/30/17 14:35:43 | 174  | 168  | 22.518626746   | 21.280019246  |
| 302041:6147 | 08/30/17 15:44:00 | 72   | 65   | 8.883518529    | 7.859959267   |
| 302042:6147 | 08/30/17 16:12:11 | 523  | 516  | 57.744639047   | 55.840741017  |
| 302043:6147 | 08/30/17 19:35:17 | 228  | 228  | 21.593313076   | 21.155851673  |
| 302131:6152 | 08/31/17 12:32:49 | 873  | 873  | 115.307624776  | 112.816939344 |
| 302159:6155 | 09/01/17 00:37:45 | 108  | 108  | 17.189950460   | 16.256209467  |
| 302163:6156 | 09/01/17 03:33:23 | 1197 | 1189 | 153.999819331  | 148.054150959 |
| 302165:6156 | 09/01/17 11:25:29 | 85   | 80   | 7.805805325    | 6.959764435   |
| 302166:6156 | 09/01/17 11:58:48 | 16   | 16   | 1.563855061    | 1.538970514   |
| 302225:6158 | 09/01/17 18:41:42 | 868  | 868  | 118.835985569  | 116.163426843 |
| 302228:6159 | 09/02/17 03:31:11 | 234  | 234  | 40.124027558   | 38.632656960  |
| 302229:6159 | 09/02/17 05:05:33 | 457  | 457  | 69.946339778   | 68.288264764  |
| 302240:6160 | 09/02/17 10:53:49 | 960  | 960  | 143.628854450  | 140.543160711 |
| 302262:6161 | 09/03/17 03:32:01 | 435  | 428  | 81.019699444   | 76.901974919  |
| 302263:6161 | 09/03/17 06:21:33 | 1250 | 1250 | 171.309537661  | 167.708160756 |
| 302277:6165 | 09/03/17 22:44:53 | 372  | 372  | 55.912994409   | 54.283875971  |
| 302279:6165 | 09/04/17 07:35:57 | 71   | 70   | 6.569309529    | 5.950894281   |
| 302280:6165 | 09/04/17 08:06:51 | 152  | 152  | 13.045064132   | 12.844214792  |
| 302322:6167 | 09/04/17 17:43:03 | 838  | 838  | 100.931877871  | 98.251294528  |
| 302328:6168 | 09/05/17 01:49:04 | 681  | 681  | 97.658744850   | 94.935521884  |
| 302337:6169 | 09/05/17 09:16:54 | 136  | 127  | 24.008591968   | 20.746547270  |
| 302342:6169 | 09/05/17 10:22:40 | 54   | 54   | 9.313248734    | 7.043564210   |
| 302343:6169 | 09/05/17 10:52:16 | 98   | 97   | 16.292337408   | 15.565083272  |
| 302344:6169 | 09/05/17 11:33:14 | 480  | 480  | 71.645185190   | 69.934240940  |
| 302350:6169 | 09/05/17 15:02:18 | 136  | 136  | 17.116612142   | 16.851262193  |
| 302388:6170 | 09/05/17 18:47:02 | 685  | 685  | 132.754076845  | 128.422767651 |
| 302392:6171 | 09/06/17 01:57:37 | 363  | 355  | 82.121890996   | 76.120981265  |
| 302393:6171 | 09/06/17 04:19:09 | 887  | 887  | 163.434665912  | 159.958154646 |
| 302448:6174 | 09/06/17 20:48:45 | 1898 | 1898 | 321.044583689  | 313.152699311 |
| 302472:6175 | 09/07/17 11:26:58 | 781  | 781  | 163.651343890  | 157.232920437 |
| 302473:6175 | 09/07/17 16:32:57 | 377  | 368  | 64.580621015   | 61.477694997  |
| 302474:6175 | 09/07/17 19:17:17 | 305  | 305  | 46.328793999   | 44.176164756  |
| 302475:6175 | 09/07/17 21:17:58 | 7    | 2    | 1.009991724    | 0.101360450   |
| 302476:6175 | 09/07/17 21:22:33 | 259  | 259  | 35.013538650   | 34.047339085  |
| 302479:6176 | 09/08/17 01:19:43 | 309  | 309  | 72.667646719   | 69.441635514  |
| 302484:6177 | 09/08/17 06:07:18 | 169  | 169  | 39.485893824   | 37.013386308  |
| 302485:6177 | 09/08/17 07:17:25 | 922  | 922  | 182.075715454  | 176.123188955 |
| 302492:6177 | 09/08/17 13:49:02 | 49   | 44   | 7.907012318    | 6.913256490   |
| 302493:6177 | 09/08/17 14:09:59 | 7    | 2    | 1.117330622    | 0.144314317   |
| 302494:6177 | 09/08/17 14:13:24 | 618  | 618  | 89.950761719   | 87.945697068  |
| 302509:6179 | 09/08/17 23:12:14 | 20   | 20   | 5.216932483    | 5.050089345   |
| 302513:6180 | 09/09/17 02:18:36 | 53   | 53   | 13.449828212   | 12.396855384  |
| 302522:6182 | 09/09/17 07:21:36 | 18   | 12   | 3.096709841    | 0.515758606   |
| 302523:6182 | 09/09/17 07:29:07 | 59   | 54   | 13.987670039   | 10.900049840  |
| 302525:6182 | 09/09/17 07:58:46 | 709  | 702  | 143.184020226  | 136.920238159 |
| 302526:6182 | 09/09/17 13:00:58 | 582  | 582  | 91.898429238   | 89.686695157  |
| 302548:6185 | 09/10/17 01:59:07 | 85   | 81   | 18.811872415   | 16.000044505  |
| 302551:6185 | 09/10/17 02:41:42 | 7    | 6    | 1.558924626    | 0.105549973   |
| 302553:6185 | 09/10/17 02:50:55 | 188  | 187  | 39.684913976   | 37.630792128  |
| 302554:6185 | 09/10/17 04:05:18 | 7    | 3    | 1.410531211    | 0.092910353   |
| 302555:6185 | 09/10/17 04:09:27 | 11   | 11   | 2.211444666    | 1.940691703   |
| 302563:6186 | 09/10/17 07:12:18 | 7    | 7    | 1.474549142    | 0.324773570   |
| 302565:6186 | 09/10/17 07:21:03 | 7    | 3    | 1.648302434    | 0.151625497   |
| 302572:6186 | 09/10/17 08:51:54 | 286  | 281  | 57.650102695   | 54.651232653  |
